"OC_CODICE_PROGRAMMA";"x_CICLO";"x_AMBITO";"x_GRUPPO";"x_PROGRAMMA";"x_REGNAZ";"TIPO";"NOTE"
"SCILLAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"SIRACUSAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"SOLOFRAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"SOVERATOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"SOVICILLEFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"STAZZEMAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"TOLLOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"USLPIACENZAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"UZZANOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"VARESEFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"VERBICAROFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"VIDDALBAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"VILLAMAINAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"VILLANBATTFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"VISCIANOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"VIZZINIFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"ZUNGOLIFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSC_1420_CDD_17";"2014-2020";"FSC";"ALTRO";"SICUREZZA PUBBLICA";"NAZ";4;
"FSC_1420_CDD_23";"2014-2020";"FSC";"ALTRI CIPE";"SIN BRINDISI";"NAZ";4;
"2017TOPIOMBIFSC";"2014-2020";"FSC";"ALTRI CIPE";"SIN PIOMBINO";"NAZ";2;"Capire quale è vuoto"
"FSC_1420_CDD_22";"2014-2020";"FSC";"ALTRI CIPE";"SIN TRIESTE";"NAZ";4;"Coda 713"
"SNAI";"2014-2020";"SNAI";"SNAI";"SNAI";"NAZ";0;"Aggiunto per FUTURA"
"2017AREAINTABRU";"2014-2020";"SNAI";"AREE INTERNE";"SNAI ABRUZZO";"ABRUZZO";0;
"AREEINTASSTEC";"2014-2020";"SNAI";"AREE INTERNE";"SNAI ASSISTENZA TECNICA";"NAZ";0;
"2017AREAINTCAMP";"2014-2020";"SNAI";"AREE INTERNE";"SNAI CAMPANIA";"CAMPANIA";0;
"2018AREAINTFRI";"2014-2020";"SNAI";"AREE INTERNE";"SNAI FRIULI-VENEZIA GIULIA";"FRIULI-VENEZIA GIULIA";0;
"2018AREAINTLIG";"2014-2020";"SNAI";"AREE INTERNE";"SNAI LIGURIA";"LIGURIA";0;
"2017AREAINTLOMB";"2014-2020";"SNAI";"AREE INTERNE";"SNAI LOMBARDIA";"LOMBARDIA";0;
"2017AREAINTMARC";"2014-2020";"SNAI";"AREE INTERNE";"SNAI MARCHE";"MARCHE";0;
"2019AREAINTMOL";"2014-2020";"SNAI";"AREE INTERNE";"SNAI MOLISE";"MOLISE";0;
"2019AREAINTTREN";"2014-2020";"SNAI";"AREE INTERNE";"SNAI PA TRENTO";"PA TRENTO";0;
"2018AREAINTPIEM";"2014-2020";"SNAI";"AREE INTERNE";"SNAI PIEMONTE";"PIEMONTE";0;
"2018AREAINTSICI";"2014-2020";"SNAI";"AREE INTERNE";"SNAI SICILIA";"SICILIA";0;
"2018AREAINTTOSC";"2014-2020";"SNAI";"AREE INTERNE";"SNAI TOSCANA";"TOSCANA";0;
"2018AREAINTUMB";"2014-2020";"SNAI";"AREE INTERNE";"SNAI UMBRIA";"UMBRIA";0;
"2018AREAINTVALD";"2014-2020";"SNAI";"AREE INTERNE";"SNAI VALLE D'AOSTA";"VALLE D'AOSTA";0;
"2019AREAINTVEN";"2014-2020";"SNAI";"AREE INTERNE";"SNAI VENETO";"VENETO";0;
"FSC_1420_CDD_24";"2014-2020";"FSC";"ALTRO";"SOCIETÀ RISORSE IDRICHE";"NAZ";4;
"FSC_1420_CDD_13";"2014-2020";"FSC";"ALTRO";"TPL BASILICATA";"BASILICATA";4;
"FSC_1420_CDD_14";"2014-2020";"FSC";"ALTRO";"TPL CAMPANIA";"CAMPANIA";4;
"2018FSCPIEMTPL";"2014-2020";"FSC";"ALTRO";"TPL PIEMONTE";"PIEMONTE";4;
"FSC_1420_CDD_15";"2014-2020";"FSC";"ALTRO";"TPL UMBRIA";"UMBRIA";4;
"2018FREJUSFSC";"2007-2013";"FSC";"CHK";"TRAFORO FREJUS";"NAZ";0;"Monitorato su BDU 2014-2020"
"2014TC16RFIR003";"2014-2020";"CTE";"INTERREGIONAL";"URBACT";"NAZ";0;
"2007CB163PO048";"2007-2013";"CTE";"INTERREGIONAL";"URBACT";"NAZ";0;
"2018FSCVOUCHER";"2014-2020";"FSC";"ALTRI CIPE";"VOUCHER DIGITALIZZAZIONE PMI";"NAZ";0;
"FSC_1420_CDD_16";"2014-2020";"FSC";"ALTRO";"ZONE ECONOMICHE SPECIALI";"NAZ";4;
"FSCBOSCOREALE";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";0;"Accorpato in FSCCOMUNI"
"FSCCIVITELLATRO";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";0;"Accorpato in FSCCOMUNI"
"FSCCOMAGEROLA";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";0;"Accorpato in FSCCOMUNI"
"FSCCOMDIAMANTE";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";0;"Accorpato in FSCCOMUNI"
"FSCCOMFUCECCHIO";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";0;"Accorpato in FSCCOMUNI"
"FSCCOMLARIANO";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";0;"Accorpato in FSCCOMUNI"
"FSCCOMLUNANO";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";0;"Accorpato in FSCCOMUNI"
"FSCCOMLUOGOSANT";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";0;"Accorpato in FSCCOMUNI"
"FSCCOMMANTOVA";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";0;"Accorpato in FSCCOMUNI"
"FSCCOMSUTERA";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";0;"Accorpato in FSCCOMUNI"
"FSCCOMUNELURAS";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMUNENARNI";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMUNETODI";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCMARSCIANO";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";0;"Accorpato in FSCCOMUNI"
"FSCCOMCALANGIAN";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";0;"Accorpato in FSCCOMUNI"
"FSCCOMUNEMASSA";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"2007IT161PO001:::2012MISE1PAC21";"2007-2013";"FESR";"PON";"POIN CONV FESR ATTRATTORI CULTURALI, NATURALI E TURISMO:::PAC MISE - DGIAI - AUTOIMPIEGO E AUTOIMPRENDITORIALITÃÂ ";"NAZ";1;
"2007IT161PO005:::2012MITXXPAC32";"2007-2013";"FESR";"PON";"PON CONV FESR RETI E MOBILITA':::PAC MINISTERO DELLE INFRASTRUTTURE E TRASPORTI  SALVAGUARDIA INTERVENTI";"NAZ";1;
"2007IT161PO006:::2007IT001FA005";"2007-2013";"FESR";"PON";"PON CONV FESR RICERCA E COMPETITIVITA':::P.A. DIRETTRICI FERROVIARIE";"NAZ";1;
"2007IT161PO006:::2012MISE1PAC21";"2007-2013";"FESR";"PON";"PON CONV FESR RICERCA E COMPETITIVITA':::PAC MISE - DGIAI - AUTOIMPIEGO E AUTOIMPRENDITORIALITÃÂ";"NAZ";1;
"2007IT161PO006:::2012MIURXPAC21";"2007-2013";"FESR";"PON";"PON RICERCA:::PAC MIUR";"NAZ";1;
"2007IT161PO007:::2012MINTXPAC22:::2012NZ000OC001";"2007-2013";"FESR";"PON";"PON CONV FESR SICUREZZA:::PAC MINISTERO DELL'INTERNO - PIANO AZIONE GIOVANI SICUREZZA E LEGALITA' :::POC SICUREZZA";"NAZ";1;
"2007IT161PO007:::2012NZ000OC001";"2007-2013";"FESR";"PON";"PON CONV FESR SICUREZZA:::POC SICUREZZA";"NAZ";1;
"2007IT162PO008:::2014MOXXXPAC00";"2007-2013";"FESR";"POR";"POR CRO  FESR MOLISE:::PAC MOLISE";"MOLISE";1;
"2007IT162PO012:::2007TO003FA012";"2007-2013";"FESR";"POR";"POR CRO  FESR TOSCANA:::P.A. FAS TOSCANA";"TOSCANA";1;
"2014IT05M2OP002:::2017POCGOVERN01";"2014-2020";"FESR";"PON";"PON GOVERNANCE:::POC GOVERNANCE";"NAZ";1;"ATTENZIONE: x_AMBITO era FESR-FSE"
"2014IT16M2OP002:::2016PATTIPUG";"2014-2020";"FESR";"POR";"POR PUGLIA FESR FSE:::PATTO PUGLIA";"PUGLIA";1;"ATTENZIONE: x_AMBITO era FESR-FSE"
"2014IT16RFOP003:::2017POIMPCOMFSC";"2014-2020";"FESR";"PON";"PON IMPRESE:::PIANO OPERATIVO FSC IMPRESE E COMPETITIVITA'";"NAZ";1;
"2018BOLZPOLTEC";"2014-2020";"FSC";"ALTRI CIPE";"POLI TECNOLOGICI P.A. BOLZANO";"PA BOLZANO";0;"Era: vuoto20"
"2018PIEMPOLTEC";"2014-2020";"FSC";"ALTRI CIPE";"PARCO CITTA' DELLA SALUTE DI TORINO";"PIEMONTE";0;"Era: vuoto20"
"2018REGPIEMFSC";"2014-2020";"FSC";"ALTRI CIPE";"OSPEDALE UNICO DI ORNAVASSO";"PIEMONTE";0;"Era: vuoto8. Da accorpare in EDILIZIA SANITARIA"
"2018REGTOSCFSC";"2014-2020";"FSC";"ALTRI CIPE";"PRESIDIO OSPEDALIERO DI PRATO";"TOSCANA";0;"Era: vuoto8. Da accorpare in EDILIZIA SANITARIA"
"2018TOSPIOMFSC";"2014-2020";"FSC";"ALTRI CIPE";"SIN PIOMBINO";"NAZ";2;"Capire quale è vuoto. x_PROGRAMMA era “RIQUALIFICAZIONE POLO INDUSTRIALE DI PIOMBINO”"
"2017FSCBASAZOR";"2007-2013";"FSC";"CHK";"AZIONI ORGANICHE BASILICATA";"BASILICATA";1;"Da integrare nel DB Programmazione"
"2016XXAMPSAP00";"2014-2020";"FSC";"PIANI";"PIANO FSC DISSESTO IDROGEOLOGICO";"NAZ";3;"Programma fittizio per accorpamento. Era “piano stralcio”"
"2015XXXXXPSO000";"2014-2020";"FSC";"PIANI";"PIANO FSC DISSESTO IDROGEOLOGICO (FONDO)";"NAZ";3;"Programma fittizio per accorpamento. Era “piano stralcio”"
"2019AREAINTEMIL";"2014-2020";"SNAI";"AREE INTERNE";"SNAI EMILIA-ROMAGNA";"EMILIA-ROMAGNA";0;
"2017POCCTE";"2014-2020";"POC";"POC NAZIONALI";"POC CTE";"NAZ";0;
"2019AREAINTBASI";"2014-2020";"SNAI";"AREE INTERNE";"SNAI BASILICATA";"BASILICATA";0;
"2019AREAINTSARD";"2014-2020";"SNAI";"AREE INTERNE";"SNAI SARDEGNA";"SARDEGNA";0;
"2014IT16RFOP003:::2014IT16RFOP007";"2014-2020";"FESR";"PON";"PON FESR IMPRESE E COMPETITIVITA':::POR FESR CAMPANIA";"NAZ";1;
"2016PATTICAMP:::2016POCCAMPAN01";"2014-2020";"FSC";"PATTI";"PATTO + POC CAMPANIA";"CAMPANIA";1;
"FSC_1420_CDD_27";"2014-2020";"FSC";"PATTI";"STRADE PATTI";"NAZ";4;
"FSC_1420_CDD_28";"2014-2020";"FSC";"PATTI";"NIDI PATTI";"NAZ";4;
"FSC_1420_CDD_29";"2014-2020";"FSC";"NUOVE";"AEROPORTO REGGIO CALABRIA";"CALABRIA";4;
"FSC_1420_CDD_30";"2014-2020";"FSC";"NUOVE";"AMMORTIZZATORI SOCIALI";"NAZ";4;
"FSC_1420_CDD_31";"2014-2020";"FSC";"NUOVE";"ECONOMIA CIRCOLARE";"NAZ";4;
"FSC_1420_CDD_32";"2014-2020";"FSC";"NUOVE";"ENERGIA COMUNI";"NAZ";4;
"FSC_1420_CDD_35";"2014-2020";"FSC";"NUOVE";"CIS FOGGIA";"PUGLIA";4;
"FSC_1420_CDD_36";"2014-2020";"FSC";"NUOVE";"CIS MOLISE";"MOLISE";4;
"FSC_1420_CDD_37";"2014-2020";"FSC";"NUOVE";"AGRICOLTURA PUGLIA";"PUGLIA";4;
"FSC_1420_CDD_38";"2014-2020";"FSC";"NUOVE";"XYLELLA";"NAZ";4;
"FSC_1420_CDD_39";"2014-2020";"FSC";"NUOVE";"LA BALZANA";"CAMPANIA";4;
"FSCMILITSPORT";"2007-2013";"FSC";"NAZ-NEW";"IMPIANTI SPORTIVI GRUPPI MILITARI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpamento di singoli programmi"
"FSC_1420_CDD_33";"2014-2020";"FSC";"ALTRO";"ZONE ECONOMICHE SPECIALI (PIANO INVESTIMENTI)";"NAZ";11;
"FSC_1420_CDD_34";"2014-2020";"FSC";"ALTRO";"RIDUZIONE DL 34/2019";"NAZ";11;
